"GeneratedTrace","DefinedTrace"
52.098300,52.098302
52.083170,52.083171
52.068040,52.068040
52.013390,52.013391
51.958740,51.958742
51.904090,51.904093
51.849440,51.849444
51.794790,51.794795
51.740140,51.740146
51.685490,51.685497
51.630840,51.630848
51.576190,51.576199
51.521550,51.521550
51.578570,51.578571
51.635590,51.635592
51.692610,51.692613
51.749630,51.749634
51.806660,51.806655
51.863680,51.863676
51.920700,51.920697
51.977720,51.977718
52.034740,52.034739
52.091770,52.091760
51.894130,51.894130
51.696500,51.696500
51.498870,51.498870
51.301240,51.301240
51.103610,51.103610
50.905980,50.905980
50.708340,50.708350
50.510710,50.510720
50.313080,50.313090
50.115450,50.115460
49.969590,49.969598
49.823720,49.823736
49.677860,49.677874
49.532000,49.532012
49.386140,49.386150
49.240270,49.240288
49.094410,49.094426
48.948550,48.948564
48.802680,48.802702
48.656820,48.656840
48.529460,48.529478
48.402100,48.402116
48.274740,48.274754
48.147380,48.147392
48.020020,48.020030
47.892650,47.892668
47.765290,47.765306
47.637930,47.637944
47.510570,47.510582
47.383210,47.383220
47.263070,47.263083
47.142940,47.142946
47.022800,47.022809
46.902660,46.902672
46.782530,46.782535
46.662390,46.662398
46.542260,46.542261
46.422120,46.422124
46.301980,46.301987
46.181850,46.181850
46.065010,46.065013
45.948170,45.948176
45.831340,45.831339
45.714500,45.714502
45.597660,45.597665
45.480830,45.480828
45.363990,45.363991
45.247150,45.247154
45.130320,45.130317
45.013480,45.013480
44.775680,44.775679
44.537880,44.537878
44.300080,44.300077
44.062280,44.062276
43.824480,43.824475
43.586680,43.586674
43.348880,43.348873
43.111080,43.111072
42.873280,42.873271
42.635480,42.635470
42.788970,42.788962
42.942460,42.942454
43.095950,43.095946
43.249440,43.249438
43.402940,43.402930
43.556430,43.556422
43.709920,43.709914
43.863410,43.863406
44.016900,44.016898
44.170390,44.170390
42.507450,42.507442
40.844500,40.844494
39.181550,39.181546
37.518600,37.518598
35.855650,35.855650
34.192700,34.192702
32.529750,32.529754
30.866810,30.866806
29.203860,29.203858
27.540910,27.540910
27.434650,27.434656
27.328400,27.328402
27.222150,27.222148
27.115890,27.115894
27.009640,27.009640
26.903380,26.903386
26.797130,26.797132
26.690870,26.690878
26.584620,26.584624
26.478360,26.478370
26.075110,26.075119
25.671860,25.671868
25.268610,25.268617
24.865360,24.865366
24.462100,24.462115
24.058850,24.058864
23.655600,23.655613
23.252350,23.252362
22.849100,22.849111
22.445850,22.445860
21.644320,21.644328
20.842780,20.842796
20.041250,20.041264
19.239720,19.239732
18.438190,18.438200
17.636660,17.636668
16.835130,16.835136
16.033600,16.033604
15.232070,15.232072
14.430540,14.430540
14.134140,14.134140
13.837740,13.837740
13.541340,13.541340
13.244940,13.244940
12.948540,12.948540
12.652140,12.652140
12.355740,12.355740
12.059350,12.059340
11.762950,11.762940
11.466550,11.466540
11.087720,11.087716
10.708900,10.708892
10.330070,10.330068
9.951250,9.951244
9.572430,9.572420
9.193600,9.193596
8.814780,8.814772
8.435950,8.435948
8.057129,8.057124
7.678304,7.678300
6.986471,6.986467
6.294638,6.294635
5.602805,5.602802
4.910972,4.910970
4.219139,4.219137
3.527306,3.527304
2.835473,2.835472
2.143640,2.143639
1.451807,1.451807
0.759974,0.759974
0.683977,0.683977
0.607979,0.607979
0.531982,0.531982
0.455984,0.455984
0.379987,0.379987
0.303990,0.303990
0.227992,0.227992
0.151995,0.151995
0.075997,0.075997
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.090322,0.090322
0.180644,0.180644
0.270967,0.270967
0.361289,0.361289
0.451611,0.451611
0.541933,0.541933
0.632255,0.632255
0.722578,0.722578
0.812900,0.812900
0.903222,0.903222
1.166797,1.166797
1.430372,1.430372
1.693947,1.693947
1.957522,1.957522
2.221097,2.221097
2.484673,2.484673
2.748248,2.748248
3.011823,3.011823
3.275398,3.275398
3.538973,3.538973
4.071783,4.071783
4.604593,4.604592
5.137403,5.137402
5.670214,5.670212
6.203024,6.203021
6.735834,6.735831
7.268644,7.268641
7.801455,7.801451
8.334265,8.334260
8.867070,8.867070
9.291800,9.291798
9.716530,9.716526
10.141260,10.141254
10.565990,10.565982
10.990720,10.990710
11.415450,11.415438
11.840170,11.840166
12.264900,12.264894
12.689630,12.689622
13.114360,13.114350
13.573580,13.573571
14.032800,14.032792
14.492020,14.492013
14.951240,14.951234
15.410460,15.410455
15.869680,15.869676
16.328910,16.328897
16.788130,16.788118
17.247350,17.247339
17.706570,17.706560
18.734270,18.734261
19.761970,19.761962
20.789670,20.789663
21.817370,21.817364
22.845070,22.845065
23.872770,23.872766
24.900470,24.900467
25.928170,25.928168
26.955870,26.955869
27.983570,27.983570
28.507750,28.507749
29.031930,29.031928
29.556110,29.556107
30.080290,30.080286
30.604470,30.604465
31.128650,31.128644
31.652830,31.652823
32.177010,32.177002
32.701180,32.701181
33.225360,33.225360
33.552710,33.552713
33.880070,33.880066
34.207420,34.207419
34.534770,34.534772
34.862130,34.862125
35.189480,35.189478
35.516840,35.516831
35.844190,35.844184
36.171550,36.171537
36.498900,36.498890
36.766150,36.766138
37.033390,37.033386
37.300640,37.300634
37.567890,37.567882
37.835130,37.835130
38.102380,38.102378
38.369630,38.369626
38.636870,38.636874
38.904120,38.904122
39.171360,39.171370
39.488510,39.488511
39.805650,39.805652
40.122790,40.122793
40.439930,40.439934
40.757080,40.757075
41.074220,41.074216
41.391360,41.391357
41.708500,41.708498
42.025650,42.025639
42.342790,42.342780
42.617290,42.617284
42.891790,42.891788
43.166290,43.166292
43.440800,43.440796
43.715300,43.715300
43.989800,43.989804
44.264300,44.264308
44.538800,44.538812
44.813300,44.813316
45.087810,45.087820
45.250350,45.250363
45.412900,45.412906
45.575440,45.575449
45.737980,45.737992
45.900530,45.900535
46.063070,46.063078
46.225620,46.225621
46.388160,46.388164
46.550700,46.550707
46.713250,46.713250
46.780030,46.780035
46.846820,46.846820
46.913600,46.913605
46.980380,46.980390
47.047170,47.047175
47.113950,47.113960
47.180740,47.180745
47.247520,47.247530
47.314300,47.314315
47.381090,47.381100
47.502300,47.502310
47.623510,47.623520
47.744720,47.744730
47.865940,47.865940
47.987150,47.987150
48.108360,48.108360
48.229570,48.229570
48.350780,48.350780
48.472000,48.471990
48.593210,48.593200
48.588460,48.588455
48.583720,48.583710
48.578970,48.578965
48.574230,48.574220
48.569480,48.569475
48.564740,48.564730
48.559990,48.559985
48.555240,48.555240
48.550500,48.550495
48.545750,48.545750
48.569110,48.569105
48.592460,48.592460
48.615810,48.615815
48.639170,48.639170
48.662520,48.662525
48.685870,48.685880
48.709230,48.709235
48.732580,48.732590
48.755940,48.755945
48.779290,48.779300
48.747260,48.747266
48.715230,48.715232
48.683190,48.683198
48.651160,48.651164
48.619130,48.619130
48.587100,48.587096
48.555070,48.555062
48.523030,48.523028
48.491000,48.490994
48.458970,48.458960
48.407520,48.407508
48.356060,48.356056
48.304610,48.304604
48.253160,48.253152
48.201710,48.201700
48.150250,48.150248
48.098800,48.098796
48.047350,48.047344
47.995900,47.995892
47.944440,47.944440
47.854130,47.854126
47.763820,47.763812
47.673500,47.673498
47.583190,47.583184
47.492880,47.492870
47.402570,47.402556
47.312250,47.312242
47.221940,47.221928
47.131630,47.131614
47.041310,47.041300
46.890420,46.890409
46.739520,46.739518
46.588630,46.588627
46.437740,46.437736
46.286840,46.286845
46.135950,46.135954
45.985050,45.985063
45.834160,45.834172
45.683270,45.683281
45.532370,45.532390
45.124690,45.124710
44.717020,44.717030
44.309340,44.309350
43.901660,43.901670
43.493990,43.493990
43.086310,43.086310
42.678630,42.678630
42.270960,42.270950
41.863280,41.863270
41.455600,41.455590
41.031960,41.031947
40.608310,40.608304
40.184670,40.184661
39.761020,39.761018
39.337380,39.337375
38.913730,38.913732
38.490090,38.490089
38.066440,38.066446
37.642800,37.642803
37.219150,37.219160
36.627170,36.627181
36.035190,36.035202
35.443210,35.443223
34.851230,34.851244
34.259250,34.259265
33.667270,33.667286
33.075290,33.075307
32.483310,32.483328
31.891340,31.891349
31.299360,31.299370
30.336550,30.336563
29.373750,29.373756
28.410940,28.410949
27.448140,27.448142
26.485330,26.485335
25.522530,25.522528
24.559720,24.559721
23.596920,23.596914
22.634120,22.634107
21.671310,21.671300
20.751910,20.751904
19.832520,19.832508
18.913120,18.913112
17.993720,17.993716
17.074320,17.074320
16.154930,16.154924
15.235530,15.235528
14.316130,14.316132
13.396730,13.396736
12.477340,12.477340
11.941580,11.941584
11.405820,11.405828
10.870070,10.870071
10.334310,10.334315
9.798560,9.798559
9.262800,9.262803
8.727040,8.727047
8.191288,8.191290
7.655532,7.655534
7.119776,7.119778
6.407798,6.407800
5.695821,5.695822
4.983843,4.983845
4.271866,4.271867
3.559888,3.559889
2.847911,2.847911
2.135933,2.135933
1.423956,1.423956
0.711978,0.711978
0.000001,0.000000
0.000001,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.259735,0.259735
0.519470,0.519470
0.779205,0.779205
1.038940,1.038940
1.298675,1.298675
1.558410,1.558410
1.818145,1.818145
2.077880,2.077880
2.337615,2.337615
2.597350,2.597350
3.148719,3.148719
3.700088,3.700088
4.251456,4.251456
4.802825,4.802825
5.354194,5.354194
5.905562,5.905563
6.456931,6.456932
7.008300,7.008300
7.559669,7.559669
8.111037,8.111038
8.374114,8.374115
8.637190,8.637192
8.900270,8.900270
9.163340,9.163347
9.426420,9.426424
9.689500,9.689501
9.952570,9.952578
10.215650,10.215656
10.478730,10.478733
10.741810,10.741810
10.922340,10.922347
11.102880,11.102884
11.283420,11.283421
11.463950,11.463958
11.644490,11.644495
11.825030,11.825032
12.005570,12.005569
12.186100,12.186106
12.366640,12.366643
12.547180,12.547180
13.501770,13.501777
14.456370,14.456374
15.410970,15.410971
16.365570,16.365568
17.320170,17.320165
18.274760,18.274762
19.229360,19.229359
20.183960,20.183956
21.138560,21.138553
22.093150,22.093150
22.121110,22.121104
22.149060,22.149058
22.177020,22.177012
22.204970,22.204966
22.232920,22.232920
22.260880,22.260874
22.288830,22.288828
22.316790,22.316782
22.344740,22.344736
22.372690,22.372690
22.673550,22.673546
22.974410,22.974402
23.275260,23.275258
23.576120,23.576114
23.876970,23.876970
24.177830,24.177826
24.478680,24.478682
24.779540,24.779538
25.080390,25.080394
25.381250,25.381250
25.885820,25.885818
26.390390,26.390386
26.894950,26.894954
27.399520,27.399522
27.904090,27.904090
28.408660,28.408658
28.913230,28.913226
29.417800,29.417794
29.922360,29.922362
30.426930,30.426930
30.893360,30.893356
31.359790,31.359782
31.826210,31.826208
32.292640,32.292634
32.759060,32.759060
33.225490,33.225486
33.691920,33.691912
34.158340,34.158338
34.624770,34.624764
35.091200,35.091190
35.541890,35.541883
35.992580,35.992576
36.443270,36.443269
36.893960,36.893962
37.344650,37.344655
37.795350,37.795348
38.246040,38.246041
38.696730,38.696734
39.147420,39.147427
39.598110,39.598120
39.913940,39.913950
40.229770,40.229780
40.545600,40.545610
40.861430,40.861440
41.177260,41.177270
41.493090,41.493100
41.808920,41.808930
42.124750,42.124760
42.440580,42.440590
42.756410,42.756420
42.909970,42.909976
43.063530,43.063532
43.217080,43.217088
43.370640,43.370644
43.524200,43.524200
43.677750,43.677756
43.831310,43.831312
43.984870,43.984868
44.138420,44.138424
44.291980,44.291980
44.327760,44.327763
44.363540,44.363546
44.399330,44.399329
44.435110,44.435112
44.470890,44.470895
44.506670,44.506678
44.542450,44.542461
44.578240,44.578244
44.614020,44.614027
44.649800,44.649810
44.513530,44.513535
44.377250,44.377260
44.240980,44.240985
44.104710,44.104710
43.968440,43.968435
43.832160,43.832160
43.695890,43.695885
43.559620,43.559610
43.423350,43.423335
43.287080,43.287060
42.909140,42.909123
42.531200,42.531186
42.153260,42.153249
41.775330,41.775312
41.397390,41.397375
41.019450,41.019438
40.641510,40.641501
40.263580,40.263564
39.885640,39.885627
39.507700,39.507690
39.408510,39.408496
39.309310,39.309302
39.210120,39.210108
39.110930,39.110914
39.011730,39.011720
38.912540,38.912526
38.813350,38.813332
38.714150,38.714138
38.614960,38.614944
38.515770,38.515750
38.396790,38.396772
38.277810,38.277794
38.158820,38.158816
38.039840,38.039838
37.920860,37.920860
37.801880,37.801882
37.682900,37.682904
37.563920,37.563926
37.444940,37.444948
37.325960,37.325970
37.101050,37.101054
36.876130,36.876138
36.651220,36.651222
36.426300,36.426306
36.201390,36.201390
35.976470,35.976474
35.751560,35.751558
35.526650,35.526642
35.301730,35.301726
35.076820,35.076810
34.827090,34.827084
34.577370,34.577358
34.327640,34.327632
34.077920,34.077906
33.828190,33.828180
33.578460,33.578454
33.328740,33.328728
33.079010,33.079002
32.829290,32.829276
32.579560,32.579550
32.269920,32.269907
31.960280,31.960264
31.650630,31.650621
31.340990,31.340978
31.031340,31.031335
30.721700,30.721692
30.412050,30.412049
30.102410,30.102406
29.792760,29.792763
29.483120,29.483120
29.173540,29.173542
28.863960,28.863964
28.554380,28.554386
28.244810,28.244808
27.935230,27.935230
27.625650,27.625652
27.316070,27.316074
27.006490,27.006496
26.696920,26.696918
26.387340,26.387340
25.857410,25.857412
25.327480,25.327484
24.797550,24.797556
24.267630,24.267628
23.737700,23.737700
23.207770,23.207772
22.677840,22.677844
22.147910,22.147916
21.617980,21.617988
21.088060,21.088060
20.556020,20.556024
20.023980,20.023988
19.491950,19.491952
18.959910,18.959916
18.427880,18.427880
17.895840,17.895844
17.363810,17.363808
16.831770,16.831772
16.299730,16.299736
15.767700,15.767700
15.383480,15.383482
14.999260,14.999264
14.615040,14.615046
14.230830,14.230828
13.846610,13.846610
